Amount,V1,V2,Class
0.9734930655201669,-0.36971668475929287,0.5762513920221156,0.0
0.9011350107868076,-0.7531889127884663,0.4409188278083594,0.0
-0.4973383010401927,0.9713442845414815,0.33635673747061456,0.0
0.7525074257615026,0.20792969196167435,-1.0224559007493514,0.0
0.711886719843091,-0.8480669268854175,0.3942556927810128,0.0
-1.5149246637404143,-1.0593406872748266,-0.3227902013153876,0.0
1.9439289159306634,0.11666175116950343,-0.8169012518275693,0.0
0.33375872792556915,-1.3945595133260753,1.2132388366643199,0.0
-1.9169929406957402,-1.5060829104020683,-0.21858020408792528,0.0
0.3042746758359633,-0.2694937557039864,0.7038073822515748,0.0
0.21472995520361549,0.5745617175367154,-1.2425321147227057,0.0
0.7101548640930568,-0.1890579208523746,2.4826777621743212,0.0
0.41677311015216184,-0.8497950030229446,0.8366533718459545,0.0
-0.047098691921287746,-0.7214407498302056,1.6434361512918918,0.0
-1.5357936985239498,1.0288774416789441,0.7728881782719921,0.0
-0.41244905541218246,1.4824440287546365,0.2833051793804862,0.0
-0.744246806684665,-0.4596052987574804,-0.2574305241108466,0.0
-0.8038755980846319,0.7875433243268652,1.5645812410574145,0.0
1.1857775567144773,0.13490711633812782,0.7021141391767522,0.0
-0.5747974206542507,0.4370176220734189,-0.5643098941401705,0.0
-1.6757408865360133,0.6729702060319175,0.06516834108320184,0.0
-0.09411040362838323,0.22818728896095541,1.6181067830476878,0.0
-0.12665658941023833,-0.47318310630711363,0.7230958871534814,0.0
1.7866669894579004,-0.8614127291863422,0.25404528295477813,0.0
0.007551112465706282,-0.5220342898417564,-0.2407321617440756,0.0
-0.3575864796634295,0.9595080570233295,-0.31048356431258967,0.0
0.5797565217643769,-0.940977261282717,-0.7010895013761145,0.0
-1.8073399600011395,1.1120606800331574,1.4544569567083374,0.0
2.7396062072460543,-1.9865271419775223,-1.2314161690661876,0.0
1.129677682855649,0.6467439354186445,0.7860963201043751,0.0
-0.2057882097817111,1.158565492822322,-0.5181652898279008,0.0
-0.4956518767969806,-0.13959512711575175,-1.0067925593266038,0.0
-1.10554798565453,0.6565060831752271,-0.30556379464283706,0.0
0.3889795316718522,0.628102969833705,0.580421940096241,0.0
0.20858748074086275,1.0865305578988218,0.21491828714139533,0.0
0.08041986503951337,0.42783786053604395,0.07745581479613853,0.0
1.740020349345682,1.3339356398879483,0.25781470525498895,0.0
0.1395553319286338,-0.1353342339231097,-0.45490066810513335,0.0
1.0190515170780639,0.5679945395242418,-0.14953036454326896,0.0
1.1062019447442577,-0.695680744166515,-1.098695815068532,0.0
-1.1512274636151436,-0.40505095294555277,-0.49582223683145116,0.0
0.45520762511138146,-0.366602569838744,-0.6502330862292857,0.0
0.5394901249406859,-0.7701191072317533,-0.4807565067270335,0.0
0.23064314378437156,0.6040248469495526,1.1690109258638153,0.0
-0.5982692559827196,-1.12728552370693,0.25938433344280215,0.0
-0.25443176046358046,-0.3628556273736071,0.061770871376545564,0.0
1.7684620471872992,-0.3746228193260549,1.3824186300071535,0.0
-0.8653462629326522,-0.4507402773027516,-2.6592811840473987,0.0
0.8544276669343543,0.8881573217434416,0.6115839257817424,0.0
1.664104098249306,-0.5993027886237254,1.6361813010570987,0.0
0.6031604757918355,0.95586060652498,-0.27443202697245206,0.0
0.43713547253135776,-0.5854450209199682,-0.8809525834765903,0.0
1.664591580256402,-0.5245367390000981,-0.9567460765772849,0.0
0.5193593979793815,0.9902995470995242,-0.18602566320621514,0.0
0.08712843838549766,0.16614061307833064,1.4204009231298556,0.0
0.24803060345926434,-0.08341073474656137,-0.29596757304826016,0.0
0.2741215525097855,-1.2463934985391623,0.09898648704025091,0.0
0.1957654495960719,2.2067827246151004,1.4059279034730616,0.0
-0.9312128910827517,0.5443227047657363,0.4168795120036495,0.0
-0.7607348179609289,0.6416252324412085,-0.06568047280698833,0.0
0.768291377182567,0.894458843105129,0.49979173049695996,0.0
0.04606289734282338,-0.36240243368808,0.3230954213178931,0.0
-0.3952589996802411,-0.9053361675148525,-1.230796606256427,0.0
-0.8382821564600792,-0.7602844386215937,-0.3842226148317383,0.0
-0.9956608701390235,-0.3330397757389188,0.2585749007371417,0.0
-0.8086518427903752,0.5753567245201257,0.06617883186510318,0.0
0.587387438978349,-1.8399922494136325,-1.9524632532933066,0.0
-0.24017007842772276,-0.34842795029159407,-0.12337891034350469,0.0
1.935295481283761,-1.2582963852509055,1.9519864316886006,0.0
0.25141679367790515,0.0220677009368635,-0.18593541613793732,0.0
1.2164988244521742,0.4612282614987982,-1.2344056577617455,0.0
-0.24671197960105895,-0.6292337633874194,0.15497201855647263,0.0
-0.8955011767439744,-0.08860610634860941,1.1726039587430066,0.0
-0.8218729546208833,-1.217671377606484,0.7921384263621614,0.0
-0.40962115037833324,-0.27910585635994656,-0.06374331733420606,0.0
-0.5090900894441229,0.7422885075783037,-0.03649927744616561,0.0
-0.6866623104503364,1.2972975339255457,-0.5691697776807892,0.0
-0.12272840104900909,-0.4868218725182975,0.5259138012878014,0.0
1.0129163229117888,0.8467223387708436,1.4896478422915818,0.0
-1.4054952992935499,0.6739651517100497,1.2223934376505747,0.0
1.200432409514022,-1.0237344452778183,-0.6184311671945354,0.0
-1.4105694864775253,-2.0824719767026716,-1.0490703595907331,0.0
-0.94090803509356,1.1189122717071738,0.18483288835909284,0.0
0.12400010507337633,1.9933835005824139,-0.008033603559272125,0.0
1.7067729723593628,-0.41093507657386175,-0.5333589572203554,0.0
0.43824445248592847,1.3538918593234255,0.24620822775401915,0.0
-0.8796475177088031,0.8410815386064158,-0.015538158736520495,0.0
-2.015205480023471,-1.087067512934918,1.0874105536366991,0.0
-0.9003338415500243,-0.3700224658372443,0.49979267547899797,0.0
1.091255537197613,0.3354213204803695,0.6509316224999498,0.0
1.8945040096943404,-0.21941232097207036,1.4425781722524427,0.0
1.1177433652990911,0.8500363951895699,1.670718296177581,0.0
-0.2498335902405915,-1.222750278738175,1.442940067837931,0.0
-0.5452142918396331,0.0432040486855039,0.9107009710246312,0.0
-0.9837245890589981,0.04203903699723074,0.059484939997162915,0.0
-1.0742247591048664,-0.1564092787928027,-2.293662022370661,0.0
0.0400149844035823,-0.9032036088954514,-1.3455051464045105,0.0
0.48004106773659805,-0.24682333047655725,-0.3032657105770086,0.0
1.613988244015705,0.5501284812178794,0.07759838974533693,0.0
0.35313646266408233,-1.3076425810934404,-0.5810673000600238,0.0
1.6454612507143669,0.5130478674102508,0.48700925917353893,0.0
-2.056246826429105,1.161503048481976,-0.13613584886697372,0.0
-0.3245708840609018,-0.55404438408808,-0.18501087749855402,0.0
-0.8511637884177288,0.599089759263809,1.7946889471625493,0.0
1.2149753929270326,-0.6375798578775357,1.035946140314855,0.0
-0.923467086404081,0.9151721507186228,-1.0978762882546842,0.0
0.23200468862902335,1.2838887832702683,-0.43784617911268076,0.0
-1.4392342120546673,-0.0006084823222894505,0.6734588757272225,0.0
0.44674856684372255,2.580291898690775,-0.10619937177418337,0.0
-0.008533374956622949,0.48923401355003554,-0.816740866122912,0.0
-0.35437039776824014,-0.9807648436625377,0.8656341848196735,0.0
-0.632266077101339,-1.269923087327547,1.1582582807780262,0.0
